source_id,title,pages,keyword_pages,raw_file,text_extract
bde_dt9409,Elaboracion de series historicas de empleo a partir de la encuesta de poblacion activa (1964-1992),67,"4,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,36,37,38,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,59,61,64,66,67",raw/bde_dt9409_historical_employment.pdf,notes/bde_dt9409_extract.txt
