Entity,Code,Year,Completed cohort fertility rate
Sweden,SWE,1922,2.035
Sweden,SWE,1923,2.038
Sweden,SWE,1924,2.038
Sweden,SWE,1925,2.046
Sweden,SWE,1926,2.072
Sweden,SWE,1927,2.091
Sweden,SWE,1928,2.105
Sweden,SWE,1929,2.109
Sweden,SWE,1930,2.115
Sweden,SWE,1931,2.146
Sweden,SWE,1932,2.149
Sweden,SWE,1933,2.14
Sweden,SWE,1934,2.157
Sweden,SWE,1935,2.14
Sweden,SWE,1936,2.114
Sweden,SWE,1937,2.106
Sweden,SWE,1938,2.084
Sweden,SWE,1939,2.061
Sweden,SWE,1940,2.052
Sweden,SWE,1941,2.031
Sweden,SWE,1942,1.998
Sweden,SWE,1943,1.987
Sweden,SWE,1944,1.989
Sweden,SWE,1945,1.972
Sweden,SWE,1946,1.989
Sweden,SWE,1947,2
Sweden,SWE,1948,1.993
Sweden,SWE,1949,2.003
Sweden,SWE,1950,2.009
Sweden,SWE,1951,2.001
Sweden,SWE,1952,2.01
Sweden,SWE,1953,2.025
Sweden,SWE,1954,2.024
Sweden,SWE,1955,2.035
Sweden,SWE,1956,2.042
Sweden,SWE,1957,2.053
Sweden,SWE,1958,2.057
Sweden,SWE,1959,2.048
Sweden,SWE,1960,2.058
Sweden,SWE,1961,2.03
Sweden,SWE,1962,2.036
Sweden,SWE,1963,2.028
Sweden,SWE,1964,2.014
Sweden,SWE,1965,2.014
Sweden,SWE,1966,2.005
Sweden,SWE,1967,1.997
Sweden,SWE,1968,1.997
Sweden,SWE,1969,1.993
Sweden,SWE,1970,1.999
Sweden,SWE,1971,1.977
Sweden,SWE,1972,1.976
Sweden,SWE,1973,1.96
Sweden,SWE,1974,1.965
Switzerland,CHE,1917,2.209
Switzerland,CHE,1918,2.229
Switzerland,CHE,1919,2.215
Switzerland,CHE,1920,2.216
Switzerland,CHE,1921,2.221
Switzerland,CHE,1922,2.205
Switzerland,CHE,1923,2.229
Switzerland,CHE,1924,2.215
Switzerland,CHE,1925,2.192
Switzerland,CHE,1926,2.223
Switzerland,CHE,1927,2.189
Switzerland,CHE,1928,2.192
Switzerland,CHE,1929,2.194
Switzerland,CHE,1930,2.175
Switzerland,CHE,1931,2.18
Switzerland,CHE,1932,2.188
Switzerland,CHE,1933,2.197
Switzerland,CHE,1934,2.199
Switzerland,CHE,1935,2.173
Switzerland,CHE,1936,2.186
Switzerland,CHE,1937,2.167
Switzerland,CHE,1938,2.156
Switzerland,CHE,1939,2.123
Switzerland,CHE,1940,2.08
Switzerland,CHE,1941,2.033
Switzerland,CHE,1942,1.969
Switzerland,CHE,1943,1.923
Switzerland,CHE,1944,1.885
Switzerland,CHE,1945,1.855
Switzerland,CHE,1946,1.852
Switzerland,CHE,1947,1.823
Switzerland,CHE,1948,1.813
Switzerland,CHE,1949,1.808
Switzerland,CHE,1950,1.796
Switzerland,CHE,1951,1.77
Switzerland,CHE,1952,1.757
Switzerland,CHE,1953,1.758
Switzerland,CHE,1954,1.754
Switzerland,CHE,1955,1.751
Switzerland,CHE,1956,1.756
Switzerland,CHE,1957,1.742
Switzerland,CHE,1958,1.751
Switzerland,CHE,1959,1.774
Switzerland,CHE,1960,1.78
Switzerland,CHE,1961,1.767
Switzerland,CHE,1962,1.746
Switzerland,CHE,1963,1.721
Switzerland,CHE,1964,1.695
Switzerland,CHE,1965,1.672
Switzerland,CHE,1966,1.669
Switzerland,CHE,1967,1.658
Switzerland,CHE,1968,1.652
Switzerland,CHE,1969,1.657
Switzerland,CHE,1970,1.646
Switzerland,CHE,1971,1.638
Switzerland,CHE,1972,1.65
Switzerland,CHE,1973,1.649
Taiwan,TWN,1961,2.175
Taiwan,TWN,1962,2.14
Taiwan,TWN,1963,2.075
Taiwan,TWN,1964,2.015
Taiwan,TWN,1965,1.956
Taiwan,TWN,1966,1.905
Taiwan,TWN,1967,1.874
Taiwan,TWN,1968,1.82
Taiwan,TWN,1969,1.764
Taiwan,TWN,1970,1.724
Taiwan,TWN,1971,1.68
Taiwan,TWN,1972,1.649
Taiwan,TWN,1973,1.617
Ukraine,UKR,1944,1.839
Ukraine,UKR,1945,1.831
Ukraine,UKR,1946,1.856
Ukraine,UKR,1947,1.867
Ukraine,UKR,1948,1.886
Ukraine,UKR,1949,1.916
Ukraine,UKR,1950,1.901
Ukraine,UKR,1951,1.911
Ukraine,UKR,1952,1.883
Ukraine,UKR,1953,1.848
Ukraine,UKR,1954,1.839
Ukraine,UKR,1955,1.831
Ukraine,UKR,1956,1.824
Ukraine,UKR,1957,1.842
Ukraine,UKR,1958,1.862
Ukraine,UKR,1959,1.857
Ukraine,UKR,1960,1.834
Ukraine,UKR,1961,1.806
Ukraine,UKR,1962,1.774
Ukraine,UKR,1963,1.739
United Kingdom,GBR,1959,1.983
United Kingdom,GBR,1960,1.98
United Kingdom,GBR,1961,1.952
United Kingdom,GBR,1962,1.933
United Kingdom,GBR,1963,1.929
United Kingdom,GBR,1964,1.925
United Kingdom,GBR,1965,1.917
United Kingdom,GBR,1966,1.905
United Kingdom,GBR,1967,1.906
United Kingdom,GBR,1968,1.911
United Kingdom,GBR,1969,1.905
United Kingdom,GBR,1970,1.903
United Kingdom,GBR,1971,1.895
United Kingdom,GBR,1972,1.882
United States,USA,1918,2.507
United States,USA,1919,2.595
United States,USA,1920,2.708
United States,USA,1921,2.749
United States,USA,1922,2.784
United States,USA,1923,2.852
United States,USA,1924,2.942
United States,USA,1925,2.986
United States,USA,1926,3.025
United States,USA,1927,3.092
United States,USA,1928,3.109
United States,USA,1929,3.171
United States,USA,1930,3.239
United States,USA,1931,3.241
United States,USA,1932,3.253
United States,USA,1933,3.256
United States,USA,1934,3.254
United States,USA,1935,3.214
United States,USA,1936,3.131
United States,USA,1937,3.059
United States,USA,1938,2.983
United States,USA,1939,2.892
United States,USA,1940,2.795
United States,USA,1941,2.68
United States,USA,1942,2.561
United States,USA,1943,2.464
United States,USA,1944,2.365
United States,USA,1945,2.292
United States,USA,1946,2.215
United States,USA,1947,2.15
United States,USA,1948,2.104
United States,USA,1949,2.057
United States,USA,1950,2.022
United States,USA,1951,1.998
United States,USA,1952,1.982
United States,USA,1953,1.972
United States,USA,1954,1.974
United States,USA,1955,1.981
United States,USA,1956,1.985
United States,USA,1957,1.987
United States,USA,1958,1.991
United States,USA,1959,2.012
United States,USA,1960,2.024
United States,USA,1961,2.024
United States,USA,1962,2.034
United States,USA,1963,2.051
United States,USA,1964,2.066
United States,USA,1965,2.075
United States,USA,1966,2.089
United States,USA,1967,2.109
United States,USA,1968,2.111
United States,USA,1969,2.114
United States,USA,1970,2.137
United States,USA,1971,2.161
United States,USA,1972,2.183
United States,USA,1973,2.203
West Germany,OWID_GFR,1941,1.902
West Germany,OWID_GFR,1942,1.85
West Germany,OWID_GFR,1943,1.809
West Germany,OWID_GFR,1944,1.777
West Germany,OWID_GFR,1945,1.774
West Germany,OWID_GFR,1946,1.778
West Germany,OWID_GFR,1947,1.75
West Germany,OWID_GFR,1948,1.728
West Germany,OWID_GFR,1949,1.714
West Germany,OWID_GFR,1950,1.7
West Germany,OWID_GFR,1951,1.658
West Germany,OWID_GFR,1952,1.647
West Germany,OWID_GFR,1953,1.63
West Germany,OWID_GFR,1954,1.607
West Germany,OWID_GFR,1955,1.623
West Germany,OWID_GFR,1956,1.621
West Germany,OWID_GFR,1957,1.605
West Germany,OWID_GFR,1958,1.608
West Germany,OWID_GFR,1959,1.606
West Germany,OWID_GFR,1960,1.609
West Germany,OWID_GFR,1961,1.587
West Germany,OWID_GFR,1962,1.574
West Germany,OWID_GFR,1963,1.554
West Germany,OWID_GFR,1964,1.539
West Germany,OWID_GFR,1965,1.53
West Germany,OWID_GFR,1966,1.51
West Germany,OWID_GFR,1967,1.489
