id,year,codprov,type,alive,female1544_step,female1544_lin,births_per_female1544_lin,births_per_female1544_step
2,1930,1,municipality,1030,10095,10095,102.03071,102.03071
2,1931,1,municipality,1096,10095,10368.1,105.70886,108.5686
2,1932,1,municipality,1020,10095,10641.2,95.853851,101.04012
2,1933,1,municipality,936,10095,10914.3,85.759048,92.71917
2,1934,1,municipality,873,10095,11187.4,78.034218,86.478455
2,1935,1,municipality,777,10095,11460.5,67.798088,76.968796
2,1936,1,municipality,743,10095,11733.6,63.322426,73.600792
2,1937,1,municipality,692,10095,12006.7,57.634487,68.54879
2,1938,1,municipality,645,10095,12279.8,52.525288,63.893017
2,1939,1,municipality,646,10095,12552.9,51.462212,63.992077
2,1940,1,municipality,745,12826,12826,58.08514,58.08514
2,1941,1,municipality,745,12826,13004.8,57.286541,58.08514
2,1942,1,municipality,684,12826,13183.6,51.882645,53.329174
2,1943,1,municipality,776,12826,13362.4,58.073399,60.502106
2,1944,1,municipality,818,12826,13541.2,60.408234,63.776703
2,1945,1,municipality,918,12826,13720,66.909622,71.573364
2,1946,1,municipality,947,12826,13898.8,68.135376,73.834396
2,1947,1,municipality,977,12826,14077.6,69.401039,76.173401
2,1948,1,municipality,1054,12826,14256.4,73.931709,82.176826
2,1949,1,municipality,1044,12826,14435.2,72.323212,81.397163
2,1950,1,municipality,953,14614,14614,65.211441,65.211441
2,1951,1,municipality,1022,14614,14907.5,68.556099,69.932938
2,1952,1,municipality,1129,14614,15201,74.271431,77.254684
2,1953,1,municipality,1091,14614,15494.5,70.412079,74.654442
2,1954,1,municipality,1171,14614,15788,74.170258,80.128647
2,1955,1,municipality,1247,14614,16081.5,77.542519,85.32914
2,1956,1,municipality,1413,14614,16375,86.290077,96.68811
2,1957,1,municipality,1614,14614,16668.5,96.829346,110.44204
2,1958,1,municipality,1709,14614,16962,100.75463,116.94266
2,1959,1,municipality,1894,14614,17255.5,109.76211,129.60175
2,1960,1,municipality,1948,17549,17549,111.00348,111.00348
2,1961,1,municipality,2111,17549,18777.5,112.42178,120.29176
2,1962,1,municipality,2291,17549,20006,114.51565,130.54875
2,1963,1,municipality,2524,17549,21234.5,118.86317,143.82585
2,1964,1,municipality,2778,17549,22463,123.67004,158.29962
2,1965,1,municipality,3104,17549,23691.5,131.01746,176.87617
2,1966,1,municipality,3248,17549,24920,130.33708,185.08177
2,1967,1,municipality,3369,17549,26148.5,128.84105,191.97675
2,1968,1,municipality,3496,17549,27377,127.69843,199.21362
2,1969,1,municipality,3670,17549,28605.5,128.29701,209.12872
2,1970,1,municipality,3856,29834,29834,129.2485,129.2485
2,1971,1,municipality,4084,29834,29834,136.89079,136.89079
2,1972,1,municipality,4211,29834,29834,141.14769,141.14769
2,1973,1,municipality,4314,29834,29834,144.60013,144.60013
2,1974,1,municipality,4427,29834,29834,148.38774,148.38774
2,1975,1,municipality,4281,29834,29834,143.494,143.494
2,1976,1,municipality,4309,29834,29834,144.43253,144.43253
2,1977,1,municipality,4184,29834,29834,140.24268,140.24268
2,1978,1,municipality,3990,29834,29834,133.74002,133.74002
2,1979,1,municipality,3823,29834,29834,128.1424,128.1424
2,1980,1,municipality,3551,29834,29834,119.02528,119.02528
2,1981,1,municipality,3315,29834,29834,111.11484,111.11484
2,1982,1,municipality,3170,29834,29834,106.25461,106.25461
2,1983,1,municipality,2958,29834,29834,99.148621,99.148621
2,1984,1,municipality,2787,29834,29834,93.416908,93.416908
2,1985,1,municipality,2750,29834,29834,92.176712,92.176712
1,1930,1,rest province,1975,12195,12195,161.95161,161.95161
1,1931,1,rest province,1762,12195,12374.7,142.38728,144.48544
1,1932,1,rest province,1734,12195,12554.4,138.1189,142.18942
1,1933,1,rest province,1686,12195,12734.1,132.40041,138.25339
1,1934,1,rest province,1626,12195,12913.8,125.91182,133.33333
1,1935,1,rest province,1594,12195,13093.5,121.73979,130.7093
1,1936,1,rest province,1638,12195,13273.2,123.40656,134.31734
1,1937,1,rest province,1325,12195,13452.9,98.491776,108.65108
1,1938,1,rest province,1189,12195,13632.6,87.217407,97.498978
1,1939,1,rest province,1014,12195,13812.3,73.412827,83.148834
1,1940,1,rest province,1315,13992,13992,93.982277,93.982277
1,1941,1,rest province,1288,13992,14064.1,91.580696,92.052605
1,1942,1,rest province,1344,13992,14136.2,95.075058,96.054886
1,1943,1,rest province,1406,13992,14208.3,98.956245,100.48599
1,1944,1,rest province,1439,13992,14280.4,100.76748,102.84448
1,1945,1,rest province,1451,13992,14352.5,101.09737,103.70212
1,1946,1,rest province,1466,13992,14424.6,101.63194,104.77415
1,1947,1,rest province,1329,13992,14496.7,91.676033,94.982849
1,1948,1,rest province,1389,13992,14568.8,95.340729,99.271011
1,1949,1,rest province,1413,13992,14640.9,96.51046,100.98627
1,1950,1,rest province,1375,14713,14713,93.454765,93.454765
1,1951,1,rest province,1247,14713,16268.1,76.653084,84.754982
1,1952,1,rest province,1262,14713,17823.199,70.806595,85.774483
1,1953,1,rest province,1249,14713,19378.301,64.453537,84.890915
1,1954,1,rest province,1178,14713,20933.4,56.273705,80.065247
1,1955,1,rest province,1113,14713,22488.5,49.491962,75.647385
1,1956,1,rest province,1110,14713,24043.6,46.166134,75.443489
1,1957,1,rest province,1167,14713,25598.699,45.588253,79.317612
1,1958,1,rest province,1119,14713,27153.801,41.209702,76.055191
1,1959,1,rest province,1132,14713,28708.9,39.430279,76.938759
1,1960,1,rest province,1046,30264,30264,34.562515,34.562515
1,1961,1,rest province,1014,30264,28564.199,35.498981,33.505154
1,1962,1,rest province,879,30264,26864.4,32.719883,29.044409
1,1963,1,rest province,781,30264,25164.6,31.035662,25.806238
1,1964,1,rest province,837,30264,23464.801,35.670448,27.656622
1,1965,1,rest province,657,30264,21765,30.186079,21.708961
1,1966,1,rest province,550,30264,20065.199,27.410643,18.173407
1,1967,1,rest province,506,30264,18365.4,27.551809,16.719534
1,1968,1,rest province,404,30264,16665.6,24.241552,13.349194
1,1969,1,rest province,315,30264,14965.8,21.047989,10.408406
1,1970,1,rest province,244,13266,13266,18.392883,18.392883
1,1971,1,rest province,241,13266,13266,18.166742,18.166742
1,1972,1,rest province,148,13266,13266,11.15634,11.15634
1,1973,1,rest province,124,13266,13266,9.3472033,9.3472033
1,1974,1,rest province,174,13266,13266,13.116237,13.116237
1,1975,1,rest province,195,13266,13266,14.699231,14.699231
1,1976,1,rest province,163,13266,13266,12.287049,12.287049
1,1977,1,rest province,211,13266,13266,15.905322,15.905322
1,1978,1,rest province,192,13266,13266,14.473089,14.473089
1,1979,1,rest province,278,13266,13266,20.955828,20.955828
1,1980,1,rest province,318,13266,13266,23.971054,23.971054
1,1981,1,rest province,331,13266,13266,24.951002,24.951002
1,1982,1,rest province,272,13266,13266,20.503542,20.503542
1,1983,1,rest province,363,13266,13266,27.363184,27.363184
1,1984,1,rest province,347,13266,13266,26.157093,26.157093
1,1985,1,rest province,400,13266,13266,30.152269,30.152269
3,1930,2,municipality,1356,9949,9949,136.2951,136.2951
3,1931,2,municipality,1296,9949,11013.2,117.67696,130.26434
3,1932,2,municipality,1371,9949,12077.4,113.51781,137.8028
3,1933,2,municipality,1338,9949,13141.6,101.81409,134.48587
3,1934,2,municipality,1373,9949,14205.8,96.650665,138.00381
3,1935,2,municipality,1443,9949,15270,94.499016,145.0397
3,1936,2,municipality,1492,9949,16334.2,91.342094,149.96481
3,1937,2,municipality,1795,9949,17398.4,103.1704,180.42014
3,1938,2,municipality,1870,9949,18462.6,101.28584,187.95859
3,1939,2,municipality,1203,9949,19526.801,61.607635,120.91667
3,1940,2,municipality,1856,20591,20591,90.136467,90.136467
3,1941,2,municipality,1232,20591,20413.5,60.352219,59.831966
3,1942,2,municipality,1443,20591,20236,71.308556,70.079163
3,1943,2,municipality,1712,20591,20058.5,85.350349,83.14312
3,1944,2,municipality,1646,20591,19881,82.792618,79.937836
3,1945,2,municipality,1740,20591,19703.5,88.309181,84.502937
3,1946,2,municipality,1657,20591,19526,84.861214,80.472054
3,1947,2,municipality,1725,20591,19348.5,89.154198,83.774467
3,1948,2,municipality,1797,20591,19171,93.735329,87.271141
3,1949,2,municipality,1843,20591,18993.5,97.033195,89.505127
3,1950,2,municipality,1823,18816,18816,96.885628,96.885628
3,1951,2,municipality,1723,18816,18666.801,92.30291,91.571007
3,1952,2,municipality,1821,18816,18517.6,98.338882,96.779335
3,1953,2,municipality,1726,18816,18368.4,93.965721,91.730446
3,1954,2,municipality,1692,18816,18219.199,92.869064,89.92347
3,1955,2,municipality,1796,18816,18070,99.391258,95.450684
3,1956,2,municipality,1840,18816,17920.801,102.67398,97.789116
3,1957,2,municipality,2016,18816,17771.6,113.43942,107.14286
3,1958,2,municipality,2126,18816,17622.4,120.64191,112.98895
3,1959,2,municipality,2157,18816,17473.199,123.4462,114.63648
3,1960,2,municipality,2313,17324,17324,133.51421,133.51421
3,1961,2,municipality,2324,17324,17535.301,132.53265,134.14915
3,1962,2,municipality,2461,17324,17746.6,138.67445,142.05727
3,1963,2,municipality,2599,17324,17957.9,144.72739,150.02309
3,1964,2,municipality,2778,17324,18169.199,152.89612,160.35558
3,1965,2,municipality,2777,17324,18380.5,151.08403,160.29785
3,1966,2,municipality,2750,17324,18591.801,147.91467,158.73932
3,1967,2,municipality,2781,17324,18803.1,147.90115,160.52875
3,1968,2,municipality,2985,17324,19014.4,156.98628,172.30432
3,1969,2,municipality,3081,17324,19225.699,160.25424,177.84576
3,1970,2,municipality,3107,19437,19437,159.84978,159.84978
3,1971,2,municipality,3314,19437,19437,170.49956,170.49956
3,1972,2,municipality,3489,19437,19437,179.50301,179.50301
3,1973,2,municipality,3654,19437,19437,187.99197,187.99197
3,1974,2,municipality,3713,19437,19437,191.02742,191.02742
3,1975,2,municipality,3230,19437,19437,166.1779,166.1779
3,1976,2,municipality,3650,19437,19437,187.78618,187.78618
3,1977,2,municipality,3358,19437,19437,172.76329,172.76329
3,1978,2,municipality,3340,19437,19437,171.83722,171.83722
3,1979,2,municipality,3174,19437,19437,163.2968,163.2968
3,1980,2,municipality,2915,19437,19437,149.97171,149.97171
3,1981,2,municipality,3088,19437,19437,158.87225,158.87225
3,1982,2,municipality,3053,19437,19437,157.07156,157.07156
3,1983,2,municipality,2640,19437,19437,135.82343,135.82343
3,1984,2,municipality,2852,19437,19437,146.73047,146.73047
3,1985,2,municipality,2738,19437,19437,140.86536,140.86536
4,1930,2,rest province,10349,61943,61943,167.07295,167.07295
4,1931,2,rest province,9860,61943,62224.301,158.459,159.1786
4,1932,2,rest province,9271,61943,62505.602,148.32271,149.66986
4,1933,2,rest province,6928,61943,62786.898,110.34149,111.84476
4,1934,2,rest province,9356,61943,63068.199,148.34735,151.04208
4,1935,2,rest province,9436,61943,63349.5,148.95145,152.3336
4,1936,2,rest province,9652,61943,63630.801,151.68755,155.82068
4,1937,2,rest province,10786,61943,63912.102,168.76303,174.12782
4,1938,2,rest province,9132,61943,64193.398,142.25761,147.42586
4,1939,2,rest province,5526,61943,64474.699,85.708038,89.211052
4,1940,2,rest province,10682,64756,64756,164.95769,164.95769
4,1941,2,rest province,5772,64756,65762.102,87.77092,89.134598
4,1942,2,rest province,6934,64756,66768.203,103.85183,107.07888
4,1943,2,rest province,7148,64756,67774.297,105.46771,110.38359
4,1944,2,rest province,7244,64756,68780.398,105.3207,111.86608
4,1945,2,rest province,7057,64756,69786.5,101.12271,108.97832
4,1946,2,rest province,6703,64756,70792.602,94.685036,103.51164
4,1947,2,rest province,6271,64756,71798.703,87.341408,96.840446
4,1948,2,rest province,7475,64756,72804.797,102.67181,115.43332
4,1949,2,rest province,6835,64756,73810.898,92.601501,105.55006
4,1950,2,rest province,6599,74817,74817,88.201881,88.201881
4,1951,2,rest province,6143,74817,75432.203,81.43737,82.10701
4,1952,2,rest province,6441,74817,76047.398,84.697174,86.090057
4,1953,2,rest province,6136,74817,76662.602,80.039024,82.013443
4,1954,2,rest province,6826,74817,77277.797,88.330673,91.235947
4,1955,2,rest province,6866,74817,77893,88.146561,91.770584
4,1956,2,rest province,6616,74817,78508.203,84.271446,88.4291
4,1957,2,rest province,7156,74817,79123.398,90.44101,95.646713
4,1958,2,rest province,7314,74817,79738.602,91.724709,97.75853
4,1959,2,rest province,7043,74817,80353.797,87.649872,94.13636
4,1960,2,rest province,7322,80969,80969,90.429672,90.429672
4,1961,2,rest province,6680,80969,77663.102,86.012535,82.50071
4,1962,2,rest province,6329,80969,74357.203,85.116165,78.165718
4,1963,2,rest province,6050,80969,71051.297,85.14975,74.719955
4,1964,2,rest province,5910,80969,67745.398,87.238396,72.990898
4,1965,2,rest province,5012,80969,64439.5,77.778381,61.900234
4,1966,2,rest province,4913,80969,61133.602,80.364967,60.677544
4,1967,2,rest province,4685,80969,57827.699,81.016541,57.861652
4,1968,2,rest province,4290,80969,54521.801,78.68412,52.983242
4,1969,2,rest province,4225,80969,51215.898,82.493912,52.180466
4,1970,2,rest province,3720,47910,47910,77.645584,77.645584
4,1971,2,rest province,3314,47910,47910,69.171364,69.171364
4,1972,2,rest province,2952,47910,47910,61.615528,61.615528
4,1973,2,rest province,2604,47910,47910,54.35191,54.35191
4,1974,2,rest province,2483,47910,47910,51.82634,51.82634
4,1975,2,rest province,3088,47910,47910,64.454185,64.454185
4,1976,2,rest province,2563,47910,47910,53.49614,53.49614
4,1977,2,rest province,2479,47910,47910,51.742851,51.742851
4,1978,2,rest province,2618,47910,47910,54.644123,54.644123
4,1979,2,rest province,2396,47910,47910,50.010437,50.010437
4,1980,2,rest province,2410,47910,47910,50.30265,50.30265
4,1981,2,rest province,2131,47910,47910,44.479233,44.479233
4,1982,2,rest province,2028,47910,47910,42.329369,42.329369
4,1983,2,rest province,1929,47910,47910,40.262993,40.262993
4,1984,2,rest province,1750,47910,47910,36.526821,36.526821
4,1985,2,rest province,1585,47910,47910,33.082863,33.082863
5,1930,3,municipality,1967,19203,19203,102.43192,102.43192
5,1931,3,municipality,1892,19203,19777.5,95.664268,98.526276
5,1932,3,municipality,1888,19203,20352,92.767296,98.31797
5,1933,3,municipality,1927,19203,20926.5,92.084198,100.34891
5,1934,3,municipality,1903,19203,21501,88.507515,99.099098
5,1935,3,municipality,1898,19203,22075.5,85.977669,98.838722
5,1936,3,municipality,1801,19203,22650,79.514351,93.78743
5,1937,3,municipality,2120,19203,23224.5,91.282913,110.39941
5,1938,3,municipality,1576,19203,23799,66.221268,82.070511
5,1939,3,municipality,1251,19203,24373.5,51.326237,65.146072
5,1940,3,municipality,2359,24948,24948,94.556679,94.556679
5,1941,3,municipality,1666,24948,25175.1,66.176498,66.7789
5,1942,3,municipality,1560,24948,25402.199,61.412006,62.530064
5,1943,3,municipality,1894,24948,25629.301,73.899796,75.917908
5,1944,3,municipality,2009,24948,25856.4,77.698364,80.527496
5,1945,3,municipality,2055,24948,26083.5,78.785439,82.37133
5,1946,3,municipality,2076,24948,26310.6,78.903564,83.213081
5,1947,3,municipality,2009,24948,26537.699,75.703621,80.527496
5,1948,3,municipality,2317,24948,26764.801,86.568924,92.873177
5,1949,3,municipality,1964,24948,26991.9,72.762566,78.723747
5,1950,3,municipality,1818,27219,27219,66.79158,66.79158
5,1951,3,municipality,1922,27219,27286.1,70.438797,70.612442
5,1952,3,municipality,2023,27219,27353.199,73.958443,74.323082
5,1953,3,municipality,1968,27219,27420.301,71.771645,72.302437
5,1954,3,municipality,2084,27219,27487.4,75.816551,76.564163
5,1955,3,municipality,2274,27219,27554.5,82.527351,83.544586
5,1956,3,municipality,2451,27219,27621.6,88.734901,90.047394
5,1957,3,municipality,2877,27219,27688.699,103.9052,105.69823
5,1958,3,municipality,3059,27219,27755.801,110.2112,112.38473
5,1959,3,municipality,2911,27219,27822.9,104.62605,106.94735
5,1960,3,municipality,2997,27890,27890,107.45787,107.45787
5,1961,3,municipality,3199,27890,28949.9,110.50124,114.70061
5,1962,3,municipality,3521,27890,30009.801,117.32834,126.24596
5,1963,3,municipality,3832,27890,31069.699,123.3356,137.39691
5,1964,3,municipality,4556,27890,32129.6,141.8007,163.35605
5,1965,3,municipality,4643,27890,33189.5,139.89365,166.47543
5,1966,3,municipality,5261,27890,34249.398,153.60854,188.63393
5,1967,3,municipality,5800,27890,35309.301,164.26266,207.95984
5,1968,3,municipality,6415,27890,36369.199,176.38551,230.01076
5,1969,3,municipality,7131,27890,37429.102,190.5202,255.68304
5,1970,3,municipality,7612,38489,38489,197.7708,197.7708
5,1971,3,municipality,8247,38489,38489,214.26901,214.26901
5,1972,3,municipality,8819,38489,38489,229.1304,229.1304
5,1973,3,municipality,9504,38489,38489,246.92769,246.92769
5,1974,3,municipality,10247,38489,38489,266.2319,266.2319
5,1975,3,municipality,10513,38489,38489,273.14297,273.14297
5,1976,3,municipality,13501,38489,38489,350.77554,350.77554
5,1977,3,municipality,12170,38489,38489,316.19424,316.19424
5,1978,3,municipality,10303,38489,38489,267.68686,267.68686
5,1979,3,municipality,9407,38489,38489,244.40749,244.40749
5,1980,3,municipality,9142,38489,38489,237.52242,237.52242
5,1981,3,municipality,8628,38489,38489,224.16794,224.16794
5,1982,3,municipality,7809,38489,38489,202.88913,202.88913
5,1983,3,municipality,6968,38489,38489,181.03874,181.03874
5,1984,3,municipality,6432,38489,38489,167.11269,167.11269
5,1985,3,municipality,5901,38489,38489,153.31653,153.31653
6,1930,3,rest province,12592,110692,110692,113.7571,113.7571
6,1931,3,rest province,11592,110692,111919.9,103.57407,104.72301
6,1932,3,rest province,11193,110692,113147.8,98.923714,101.11842
6,1933,3,rest province,7670,110692,114375.7,67.0597,69.291367
6,1934,3,rest province,11343,110692,115603.6,98.119781,102.47353
6,1935,3,rest province,11360,110692,116831.5,97.234047,102.62711
6,1936,3,rest province,11169,110692,118059.4,94.604919,100.9016
6,1937,3,rest province,11717,110692,119287.3,98.225044,105.85227
6,1938,3,rest province,11853,110692,120515.2,98.352737,107.08091
6,1939,3,rest province,7690,110692,121743.1,63.165798,69.472046
6,1940,3,rest province,12651,122971,122971,102.87791,102.87791
6,1941,3,rest province,6018,122971,123355.2,48.785942,48.938366
6,1942,3,rest province,5810,122971,123739.4,46.953518,47.24691
6,1943,3,rest province,6806,122971,124123.6,54.832439,55.346382
6,1944,3,rest province,6802,122971,124507.8,54.631115,55.313854
6,1945,3,rest province,6986,122971,124892,55.936329,56.810143
6,1946,3,rest province,6461,122971,125276.2,51.574039,52.540844
6,1947,3,rest province,6513,122971,125660.4,51.83017,52.963707
6,1948,3,rest province,7075,122971,126044.6,56.130924,57.53389
6,1949,3,rest province,6471,122971,126428.8,51.182961,52.622162
6,1950,3,rest province,6140,126813,126813,48.417747,48.417747
6,1951,3,rest province,6518,126813,130022.4,50.129826,51.398518
6,1952,3,rest province,6589,126813,133231.8,49.455162,51.958397
6,1953,3,rest province,6201,126813,136441.2,45.448147,48.898773
6,1954,3,rest province,9925,126813,139650.59,71.070229,78.264847
6,1955,3,rest province,10367,126813,142860,72.567551,81.750298
6,1956,3,rest province,10101,126813,146069.41,69.152054,79.652718
6,1957,3,rest province,11432,126813,149278.8,76.581535,90.148483
6,1958,3,rest province,11804,126813,152488.2,77.409264,93.08194
6,1959,3,rest province,11830,126813,155697.59,75.980621,93.286964
6,1960,3,rest province,11640,158907,158907,73.250389,73.250389
6,1961,3,rest province,12074,158907,158107,76.366005,75.981552
6,1962,3,rest province,12357,158907,157307,78.553398,77.762466
6,1963,3,rest province,12849,158907,156507,82.098564,80.858612
6,1964,3,rest province,13502,158907,155707,86.714149,84.967934
6,1965,3,rest province,12784,158907,154907,82.526932,80.44957
6,1966,3,rest province,12896,158907,154107,83.682114,81.154388
6,1967,3,rest province,12737,158907,153307,83.081657,80.153801
6,1968,3,rest province,12204,158907,152507,80.02256,76.799637
6,1969,3,rest province,11775,158907,151707,77.616722,74.099945
6,1970,3,rest province,11776,150907,150907,78.034813,78.034813
6,1971,3,rest province,11468,150907,150907,75.993828,75.993828
6,1972,3,rest province,10737,150907,150907,71.14978,71.14978
6,1973,3,rest province,10941,150907,150907,72.50161,72.50161
6,1974,3,rest province,10920,150907,150907,72.36245,72.36245
6,1975,3,rest province,8507,150907,150907,56.372467,56.372467
6,1976,3,rest province,7723,150907,150907,51.177216,51.177216
6,1977,3,rest province,8200,150907,150907,54.3381,54.3381
6,1978,3,rest province,9870,150907,150907,65.404518,65.404518
6,1979,3,rest province,9954,150907,150907,65.961151,65.961151
6,1980,3,rest province,9428,150907,150907,62.475563,62.475563
6,1981,3,rest province,9611,150907,150907,63.688232,63.688232
6,1982,3,rest province,9343,150907,150907,61.912304,61.912304
6,1983,3,rest province,8406,150907,150907,55.703182,55.703182
6,1984,3,rest province,8612,150907,150907,57.06826,57.06826
6,1985,3,rest province,9092,150907,150907,60.249027,60.249027
7,1930,4,municipality,2006,13079,13079,153.37564,153.37564
7,1931,4,municipality,1898,13079,13762,137.916,145.11813
7,1932,4,municipality,2047,13079,14445,141.70993,156.51044
7,1933,4,municipality,2090,13079,15128,138.15442,159.79816
7,1934,4,municipality,2120,13079,15811,134.08386,162.0919
7,1935,4,municipality,2137,13079,16494,129.56227,163.39169
7,1936,4,municipality,2058,13079,17177,119.81138,157.35149
7,1937,4,municipality,1985,13079,17860,111.14222,151.77002
7,1938,4,municipality,1999,13079,18543,107.80348,152.84044
7,1939,4,municipality,1626,13079,19226,84.572975,124.32143
7,1940,4,municipality,2369,19909,19909,118.99141,118.99141
7,1941,4,municipality,1832,19909,19906.4,92.030701,92.018684
7,1942,4,municipality,2036,19909,19903.801,102.29202,102.2653
7,1943,4,municipality,2357,19909,19901.199,118.43507,118.38867
7,1944,4,municipality,1998,19909,19898.6,100.40907,100.35662
7,1945,4,municipality,2490,19909,19896,125.15079,125.06906
7,1946,4,municipality,2284,19909,19893.4,114.81194,114.72198
7,1947,4,municipality,2291,19909,19890.801,115.17887,115.07359
7,1948,4,municipality,2391,19909,19888.199,120.22205,120.09644
7,1949,4,municipality,2102,19909,19885.6,105.70464,105.58039
7,1950,4,municipality,2036,19883,19883,102.39903,102.39903
7,1951,4,municipality,2191,19883,19877.1,110.22735,110.19464
7,1952,4,municipality,2271,19883,19871.199,114.286,114.21818
7,1953,4,municipality,2234,19883,19865.301,112.4574,112.35729
7,1954,4,municipality,2208,19883,19859.4,111.1816,111.04964
7,1955,4,municipality,2400,19883,19853.5,120.88548,120.70613
7,1956,4,municipality,2432,19883,19847.6,122.53371,122.31554
7,1957,4,municipality,2843,19883,19841.699,143.2841,142.98647
7,1958,4,municipality,2830,19883,19835.801,142.67133,142.33264
7,1959,4,municipality,2814,19883,19829.9,141.90692,141.52794
7,1960,4,municipality,2839,19824,19824,143.21025,143.21025
7,1961,4,municipality,2783,19824,20253.6,137.40767,140.38539
7,1962,4,municipality,2732,19824,20683.199,132.08789,137.81276
7,1963,4,municipality,2958,19824,21112.801,140.10457,149.21307
7,1964,4,municipality,3258,19824,21542.4,151.23663,164.34625
7,1965,4,municipality,3420,19824,21972,155.65265,172.51816
7,1966,4,municipality,3634,19824,22401.6,162.22057,183.31316
7,1967,4,municipality,3683,19824,22831.199,161.31435,185.78491
7,1968,4,municipality,3721,19824,23260.801,159.9687,187.70178
7,1969,4,municipality,3936,19824,23690.4,166.14325,198.54721
7,1970,4,municipality,3891,24120,24120,161.31841,161.31841
7,1971,4,municipality,4205,24120,24120,174.33665,174.33665
7,1972,4,municipality,4504,24120,24120,186.733,186.733
7,1973,4,municipality,4685,24120,24120,194.23715,194.23715
7,1974,4,municipality,4837,24120,24120,200.53897,200.53897
7,1975,4,municipality,4820,24120,24120,199.83417,199.83417
7,1976,4,municipality,5738,24120,24120,237.89386,237.89386
7,1977,4,municipality,5608,24120,24120,232.50415,232.50415
7,1978,4,municipality,6092,24120,24120,252.57048,252.57048
7,1979,4,municipality,5862,24120,24120,243.03482,243.03482
7,1980,4,municipality,5635,24120,24120,233.62355,233.62355
7,1981,4,municipality,5356,24120,24120,222.05638,222.05638
7,1982,4,municipality,5138,24120,24120,213.01825,213.01825
7,1983,4,municipality,5279,24120,24120,218.86401,218.86401
7,1984,4,municipality,4950,24120,24120,205.22388,205.22388
7,1985,4,municipality,4708,24120,24120,195.19072,195.19072
8,1930,4,rest province,10060,65609,65609,153.33263,153.33263
8,1931,4,rest province,9400,65609,65559.602,143.38098,143.27303
8,1932,4,rest province,9708,65609,65510.199,148.19066,147.9675
8,1933,4,rest province,7227,65609,65460.801,110.40195,110.15257
8,1934,4,rest province,9893,65609,65411.398,151.24275,150.78725
8,1935,4,rest province,9885,65609,65362,151.23466,150.6653
8,1936,4,rest province,10106,65609,65312.602,154.73277,154.03375
8,1937,4,rest province,11110,65609,65263.199,170.23376,169.33652
8,1938,4,rest province,8969,65609,65213.801,137.53224,136.70381
8,1939,4,rest province,5754,65609,65164.398,88.299751,87.701385
8,1940,4,rest province,8436,65115,65115,129.5554,129.5554
8,1941,4,rest province,5850,65115,65136.398,89.811539,89.841049
8,1942,4,rest province,6182,65115,65157.801,94.877357,94.93972
8,1943,4,rest province,6851,65115,65179.199,105.11022,105.21385
8,1944,4,rest province,6487,65115,65200.602,99.49295,99.623741
8,1945,4,rest province,7472,65115,65222,114.56257,114.75082
8,1946,4,rest province,7279,65115,65243.398,111.56684,111.78684
8,1947,4,rest province,7289,65115,65264.801,111.68348,111.94041
8,1948,4,rest province,7966,65115,65286.199,122.0166,122.3374
8,1949,4,rest province,7425,65115,65307.602,113.69273,114.02902
8,1950,4,rest province,7289,65329,65329,111.57373,111.57373
8,1951,4,rest province,7372,65329,66600.102,110.69052,112.84422
8,1952,4,rest province,7411,65329,67871.203,109.19211,113.4412
8,1953,4,rest province,7186,65329,69142.297,103.9306,109.99709
8,1954,4,rest province,6705,65329,70413.398,95.223358,102.63436
8,1955,4,rest province,6992,65329,71684.5,97.538521,107.0275
8,1956,4,rest province,6621,65329,72955.602,90.75383,101.34856
8,1957,4,rest province,7422,65329,74226.703,99.990967,113.60957
8,1958,4,rest province,7207,65329,75497.797,95.45974,110.31854
8,1959,4,rest province,6693,65329,76768.898,87.183746,102.45068
8,1960,4,rest province,6586,78040,78040,84.392616,84.392616
8,1961,4,rest province,6004,78040,75519.797,79.502335,76.934906
8,1962,4,rest province,5871,78040,72999.602,80.425095,75.230652
8,1963,4,rest province,6330,78040,70479.398,89.813477,81.112251
8,1964,4,rest province,6135,78040,67959.203,90.27475,78.613533
8,1965,4,rest province,5632,78040,65439,86.064888,72.168121
8,1966,4,rest province,5427,78040,62918.801,86.254028,69.54126
8,1967,4,rest province,5094,78040,60398.602,84.339699,65.274216
8,1968,4,rest province,4942,78040,57878.398,85.385918,63.3265
8,1969,4,rest province,4604,78040,55358.199,83.167442,58.995388
8,1970,4,rest province,4191,52838,52838,79.317917,79.317917
8,1971,4,rest province,3883,52838,52838,73.488777,73.488777
8,1972,4,rest province,3540,52838,52838,66.997238,66.997238
8,1973,4,rest province,3310,52838,52838,62.64431,62.64431
8,1974,4,rest province,2966,52838,52838,56.133842,56.133842
8,1975,4,rest province,2895,52838,52838,54.790112,54.790112
8,1976,4,rest province,2432,52838,52838,46.027481,46.027481
8,1977,4,rest province,2328,52838,52838,44.0592,44.0592
8,1978,4,rest province,1593,52838,52838,30.148756,30.148756
8,1979,4,rest province,1866,52838,52838,35.315495,35.315495
8,1980,4,rest province,1977,52838,52838,37.416252,37.416252
8,1981,4,rest province,1978,52838,52838,37.435181,37.435181
8,1982,4,rest province,2015,52838,52838,38.135433,38.135433
8,1983,4,rest province,1717,52838,52838,32.495552,32.495552
8,1984,4,rest province,1765,52838,52838,33.403988,33.403988
8,1985,4,rest province,1699,52838,52838,32.154888,32.154888
9,1930,5,municipality,478,3843,3843,124.382,124.382
9,1931,5,municipality,467,3843,3980,117.33669,121.51965
